ID Clients;Numero de compte;Identifiant operation;Type de transaction;Status operation;Localisation;Date;Montant;Target
1550.0;5810204050.0;OP_3501;Paiement en ligne;Validé;Kaolack;01/04/2023 11:00;400000.0;Normal
156.0;58156.0;OP_3601;Paiement électronique;Validé;Touba;01/04/2023 11:00;250000.0;Normal
169.0;58169.0;OP_4126;ATM;Validé;Dakar;01/04/2023 11:00;200000.0;Normal
115.0;581234590.0;OP0120;Paiement électronique;Validé;Touba;01/04/2023 12:00;650000.0;Normal
120.0;58123456.0;OP_322;ATM;Validé;Thiès;01/04/2023 12:00;10000.0;Normal
146.0;588123456.0;OP_2410;ATM;Validé;Dakar;01/04/2023 12:00;50000.0;Normal
173.0;5808993.0;OP_4457;ATM;Validé;Dakar;01/04/2023 12:00;150000.0;Normal
168.0;58186.0;OP_4121;ATM;Validé;Thiès;01/04/2023 13:00;60000.0;Normal
144.0;58100004.0;OP_1882;Paiement en ligne;Validé;Dakar;01/04/2023 14:00;1000000.0;Normal
170.0;58017.0;OP_4131;ATM;Validé;Ziguinchor;01/04/2023 14:00;220000.0;Normal
166.0;58166.0;OP_4111;Paiement électronique;Validé;Dakar;01/04/2023 15:00;40000.0;Normal
1800.0;580018.0;OP_5217;Paiement en ligne;Validé;Saint Louis;01/04/2023 16:00;250000.0;Normal
119.0;58911.0;OP_31;Paiement en ligne;Validé;Dakar;01/04/2023 20:00;1000000.0;Normal
1078.0;581087.0;OP_5220;ATM;Validé;Thiès;01/04/2023 20:00;75000.0;Normal
164.0;58164.0;OP_3911;ATM;Validé;Dakar;02/04/2023 08:00;20000.0;Normal
1770.0;580717.0;OP_5233;ATM;Validé;Dakar;02/04/2023 08:00;10000.0;Normal
139.0;588457.0;OP_1511;ATM;Validé;Dakar;02/04/2023 09:00;100000.0;Normal
139.0;588457.0;OP_1775;ATM;Validé;Dakar;02/04/2023 09:00;100000.0;Normal
1470.0;58147.0;OP_2750;ATM;Validé;Dakar;02/04/2023 09:00;50000.0;Normal
174.0;5808994.0;OP_4467;ATM;Validé;Dakar;02/04/2023 10:00;350000.0;Normal
112.0;581234560.0;OP0121;ATM;Validé;Dakar;02/04/2023 11:00;200000.0;Normal
121.0;58123457.0;OP_327;Paiement en ligne;Validé;Dakar;02/04/2023 11:00;150000.0;Normal
129.0;58234600.0;OP_901;Paiement en ligne;Validé;Dakar;02/04/2023 11:00;350000.0;Normal
137.0;588235.0;OP_1507;ATM;Validé;Touba;02/04/2023 11:00;180000.0;Normal
137.0;588235.0;OP_1771;ATM;Validé;Touba;02/04/2023 11:00;180000.0;Normal
152.0;58215.0;OP_3146;ATM;Validé;Touba;02/04/2023 11:00;110000.0;Normal
177.0;58717.0;OP_4786;ATM;En attente;Dakar;02/04/2023 11:00;180000.0;Normal
133.0;58133.0;OP_1202;Paiement électronique;Validé;Dakar;02/04/2023 12:00;220000.0;Normal
147.0;588123457.0;OP_2420;ATM;Validé;Dakar;02/04/2023 12:00;60000.0;Normal
103.0;58310.0;OP93;ATM;En attente;Dakar;02/04/2023 13:00;20000.0;Normal
157.0;58715.0;OP_3607;Paiement en ligne;Validé;Touba;02/04/2023 13:00;400000.0;Normal
171.0;5808991.0;OP_4438;Paiement électronique;Validé;Thiès;02/04/2023 15:00;200000.0;Normal
130.0;58345700.0;OP_904;ATM;Validé;Kaolack;03/04/2023 09:00;50000.0;Normal
134.0;58134.0;OP_1205;ATM;Validé;Dakar;03/04/2023 09:00;60000.0;Normal
158.0;58185.0;OP_3604;ATM;Validé;Dakar;03/04/2023 09:00;100000.0;Normal
100.0;58100.0;OP94;Paiement en ligne;Validé;Thiès;03/04/2023 10:00;250000.0;Normal
114.0;581234570.0;OP0131;ATM;Validé;Dakar;03/04/2023 10:00;210000.0;Normal
122.0;58123458.0;OP_332;Paiement électronique;Validé;Dakar;03/04/2023 10:00;80000.0;Normal
138.0;588346.0;OP_1509;ATM;Validé;Thiès;03/04/2023 10:00;120000.0;Normal
140.0;588568.0;OP_1514;Paiement en ligne;En attente;Dakar;03/04/2023 10:00;300000.0;Normal
138.0;588346.0;OP_1773;ATM;Validé;Thiès;03/04/2023 10:00;120000.0;Normal
140.0;588568.0;OP_1778;Paiement en ligne;En attente;Dakar;03/04/2023 10:00;300000.0;Normal
179.0;58179.0;OP_4789;Paiement électronique;En attente;Tivaouane;03/04/2023 10:00;210000.0;Normal
1480.0;58814.0;OP_2755;Paiement électronique;Validé;Dakar;03/04/2023 11:00;300000.0;Normal
148.0;588123458.0;OP_2430;ATM;Validé;Dakar;03/04/2023 12:00;150000.0;Normal
153.0;58135.0;OP_3149;Paiement en ligne;Validé;Dakar;03/04/2023 12:00;600000.0;Normal
163.0;58136.0;OP_3908;ATM;Validé;Dakar;03/04/2023 12:00;50000.0;Normal
172.0;5808992.0;OP_4448;Paiement en ligne;Validé;Saint Louis;03/04/2023 12:00;250000.0;Normal
175.0;5808995.0;OP_4477;ATM;Validé;Dakar;03/04/2023 12:00;50000.0;Normal
125.0;58152.0;OP_602;Paiement en ligne;En attente;Ziguinchor;03/04/2023 14:00;200000.0;Normal
119.0;58911.0;OP_32;Paiement électronique;Validé;Thiès;03/04/2023 21:00;2000000.0;Normal
159.0;58159.0;OP_3610;ATM;Validé;Dakar;04/04/2023 08:00;10000.0;Normal
1490.0;58491.0;OP_2760;ATM;Validé;Dakar;04/04/2023 09:00;50000.0;Normal
131.0;58456800.0;OP_907;Paiement en ligne;Validé;Dakar;04/04/2023 10:00;750000.0;Normal
135.0;58111.0;OP_1208;ATM;Validé;Dakar;04/04/2023 10:00;600000.0;Normal
123.0;58123459.0;OP_336;ATM;Validé;Dakar;04/04/2023 11:00;1000000.0;Normal
171.0;5808991.0;OP_4439;ATM;Validé;Touba;04/04/2023 11:00;100000.0;Normal
100.0;58100.0;OP95;ATM;Validé;Touba;04/04/2023 12:00;150000.0;Normal
113.0;581234580.0;OP0141;Paiement en ligne;Validé;Dakar;04/04/2023 12:00;180000.0;Normal
139.0;588457.0;OP_1512;Paiement en ligne;En attente;Thiès;04/04/2023 12:00;150000.0;Normal
139.0;588457.0;OP_1776;Paiement en ligne;En attente;Thiès;04/04/2023 12:00;150000.0;Normal
149.0;588123459.0;OP_2440;ATM;Validé;Dakar;04/04/2023 12:00;180000.0;Normal
1770.0;580717.0;OP_5234;Paiement en ligne;En attente;Thiès;04/04/2023 12:00;20000.0;Normal
154.0;58154.0;OP_3151;Paiement en ligne;Validé;Saint Louis;04/04/2023 13:00;1300000.0;Normal
137.0;588235.0;OP_1508;Paiement en ligne;En attente;Kaolack;04/04/2023 14:00;220000.0;Normal
137.0;588235.0;OP_1772;Paiement en ligne;En attente;Kaolack;04/04/2023 14:00;220000.0;Normal
112.0;581234560.0;OP0122;Paiement en ligne;Validé;Touba;04/04/2023 15:00;250000.0;Normal
173.0;5808993.0;OP_4458;Paiement électronique;Validé;Thiès;04/04/2023 15:00;200000.0;Normal
178.0;58187.0;OP_4792;Paiement en ligne;Validé;Dakar;04/04/2023 17:00;56000.0;Normal
164.0;58164.0;OP_3913;ATM;En attente;Touba;04/04/2023 18:00;40000.0;Normal
101.0;58110.0;OP96;ATM;En attente;Dakar;05/04/2023 09:00;500000.0;Normal
126.0;58126.0;OP_603;ATM;Validé;Dakar;05/04/2023 09:00;1000000.0;Normal
160.0;58016.0;OP_3613;ATM;Validé;Touba;05/04/2023 09:00;250000.0;Normal
115.0;581234590.0;OP0151;ATM;Validé;Dakar;05/04/2023 10:00;500000.0;Normal
132.0;58132.0;OP_1199;ATM;Validé;Dakar;05/04/2023 10:00;40000.0;Normal
1501.0;5810203040.0;OP_3502;Paiement en ligne;Validé;Dakar;05/04/2023 10:00;200000.0;Normal
166.0;58166.0;OP_4112;ATM;Validé;Thiès;05/04/2023 10:00;50000.0;Normal
161.0;58161.0;OP_3902;ATM;Validé;Dakar;05/04/2023 11:00;150000.0;Normal
128.0;58123500.0;OP_899;Paiement électronique;En attente;Thiès;05/04/2023 12:00;250000.0;Normal
136.0;588123.0;OP_1506;Paiement en ligne;En attente;Thiès;05/04/2023 12:00;200000.0;Normal
136.0;588123.0;OP_1770;Paiement en ligne;En attente;Thiès;05/04/2023 12:00;200000.0;Normal
1460.0;58146.0;OP_2746;Paiement en ligne;En attente;Thiès;05/04/2023 12:00;200000.0;Normal
151.0;58151.0;OP_3144;Paiement en ligne;Validé;Thiès;05/04/2023 12:00;500000.0;Normal
174.0;5808994.0;OP_4468;Paiement en ligne;Validé;Saint Louis;05/04/2023 12:00;300000.0;Normal
176.0;58176.0;OP_4784;Paiement en ligne;Validé;Thiès;05/04/2023 12:00;260000.0;Normal
1760.0;580176.0;OP_5224;Paiement en ligne;En attente;Thiès;05/04/2023 12:00;70000.0;Normal
120.0;58123456.0;OP_323;Paiement électronique;Validé;Touba;05/04/2023 14:00;30000.0;Normal
155.0;58515.0;OP_3153;Paiement en ligne;Validé;Kaolack;05/04/2023 14:00;650000.0;Normal
146.0;588123456.0;OP_2411;Paiement électronique;Validé;Thiès;05/04/2023 15:00;20000.0;Normal
114.0;581234570.0;OP0132;Paiement en ligne;Validé;Touba;05/04/2023 16:00;260000.0;Normal
144.0;58100004.0;OP_1883;Paiement électronique;Validé;Saint Louis;05/04/2023 16:00;1500000.0;Normal
170.0;58017.0;OP_4132;Paiement électronique;Validé;Dakar;05/04/2023 16:00;280000.0;Normal
168.0;58186.0;OP_4122;Paiement en ligne;Validé;Dakar;05/04/2023 18:00;120000.0;Normal
119.0;58911.0;OP_33;Paiement en ligne;Validé;Kaolack;05/04/2023 20:00;1500000.0;Normal
169.0;58169.0;OP_4127;Paiement en ligne;Validé;Thiès;05/04/2023 20:00;250000.0;Normal
167.0;58716.0;OP_4117;Paiement électronique;Validé;Kaolack;05/04/2023 21:00;200000.0;Normal
134.0;58134.0;OP_1206;Paiement électronique;Validé;Thiès;06/04/2023 10:00;100000.0;Normal
1470.0;58147.0;OP_2751;Paiement en ligne;En attente;Thiès;06/04/2023 10:00;100000.0;Normal
1500.0;58105.0;OP_2765;ATM;Validé;Dakar;06/04/2023 10:00;150000.0;Normal
1770.0;580717.0;OP_5235;Paiement électronique;Validé;Saint Louis;06/04/2023 10:00;15000.0;Normal
112.0;581234560.0;OP0123;Paiement électronique;Validé;Kaolack;06/04/2023 13:00;300000.0;Normal
121.0;58123457.0;OP_328;Paiement électronique;Validé;Thiès;06/04/2023 13:00;70000.0;Normal
138.0;588346.0;OP_1510;Paiement en ligne;En attente;Saint Louis;06/04/2023 13:00;200000.0;Normal
138.0;588346.0;OP_1774;Paiement en ligne;En attente;Saint Louis;06/04/2023 13:00;200000.0;Normal
164.0;58164.0;OP_3912;Paiement en ligne;Validé;Thiès;06/04/2023 13:00;30000.0;Normal
171.0;5808991.0;OP_4440;Paiement électronique;Validé;Kaolack;06/04/2023 14:00;250000.0;Normal
172.0;5808992.0;OP_4449;Paiement électronique;Validé;Touba;06/04/2023 14:00;350000.0;Normal
175.0;5808995.0;OP_4478;Paiement en ligne;Validé;Thiès;06/04/2023 14:00;100000.0;Normal
113.0;581234580.0;OP0142;Paiement électronique;Validé;Thiès;06/04/2023 15:00;200000.0;Normal
147.0;588123457.0;OP_2421;Paiement électronique;Validé;Thiès;06/04/2023 15:00;25000.0;Normal
101.0;58110.0;OP97;Paiement en ligne;Validé;Kaolack;06/04/2023 16:00;1200000.0;Normal
180.0;58018.0;OP_4795;ATM;Validé;Dakar;06/04/2023 21:00;23000.0;Normal
162.0;58216.0;OP_3905;Paiement en ligne;Validé;Dakar;07/04/2023 09:00;350000.0;Normal
148.0;588123458.0;OP_2431;Paiement en ligne;Validé;Touba;07/04/2023 10:00;200000.0;Normal
173.0;5808993.0;OP_4459;ATM;Validé;Touba;07/04/2023 11:00;100000.0;Normal
114.0;581234570.0;OP0133;Paiement électronique;Validé;Kaolack;07/04/2023 12:00;310000.0;Normal
135.0;58111.0;OP_1209;Paiement électronique;Validé;Thiès;07/04/2023 12:00;700000.0;Normal
122.0;58123458.0;OP_333;Paiement en ligne;Validé;Thiès;07/04/2023 13:00;300000.0;Normal
152.0;58215.0;OP_3147;Paiement en ligne;Validé;Kaolack;07/04/2023 13:00;220000.0;Normal
177.0;58717.0;OP_4787;Paiement électronique;Validé;Podor;07/04/2023 13:00;130000.0;Normal
102.0;58102.0;OP98;Paiement électronique;Validé;Dakar;07/04/2023 14:00;250000.0;Normal
139.0;588457.0;OP_1513;Paiement électronique;Validé;Saint Louis;07/04/2023 15:00;200000.0;Normal
139.0;588457.0;OP_1777;Paiement électronique;Validé;Saint Louis;07/04/2023 15:00;200000.0;Normal
129.0;58234600.0;OP_902;Paiement électronique;En attente;Thiès;07/04/2023 16:00;450000.0;Normal
1770.0;580717.0;OP_5236;ATM;Validé;Touba;08/04/2023 08:00;10000.0;Normal
149.0;588123459.0;OP_2441;Paiement en ligne;Validé;Touba;08/04/2023 10:00;220000.0;Normal
102.0;58102.0;OP99;ATM;En attente;Touba;08/04/2023 11:00;100000.0;Normal
113.0;581234580.0;OP0143;Paiement en ligne;Validé;Saint Louis;08/04/2023 11:00;190000.0;Normal
115.0;581234590.0;OP0152;Paiement électronique;Validé;Touba;08/04/2023 12:00;600000.0;Normal
171.0;5808991.0;OP_4441;ATM;Validé;Dakar;08/04/2023 12:00;150000.0;Normal
179.0;58179.0;OP_4790;ATM;Validé;Dakar;08/04/2023 12:00;170000.0;Normal
140.0;588568.0;OP_1515;Paiement électronique;Validé;Thiès;08/04/2023 13:00;350000.0;Normal
140.0;588568.0;OP_1779;Paiement électronique;Validé;Thiès;08/04/2023 13:00;350000.0;Normal
156.0;58156.0;OP_3602;ATM;Validé;Kaolack;08/04/2023 13:00;200000.0;Normal
123.0;58123459.0;OP_337;Paiement en ligne;Validé;Thiès;08/04/2023 14:00;2000000.0;Normal
1480.0;58814.0;OP_2756;Paiement en ligne;En attente;Touba;08/04/2023 14:00;400000.0;Normal
153.0;58135.0;OP_3150;Paiement électronique;Validé;Thiès;08/04/2023 14:00;700000.0;Normal
1520.0;5810405060.0;OP_3503;ATM;Validé;Thiès;08/04/2023 14:00;50000.0;Normal
163.0;58136.0;OP_3909;ATM;Validé;Thiès;08/04/2023 14:00;100000.0;Normal
174.0;5808994.0;OP_4469;Paiement électronique;Validé;Touba;08/04/2023 14:00;400000.0;Normal
112.0;581234560.0;OP0124;ATM;Validé;Dakar;08/04/2023 17:00;200000.0;Normal
133.0;58133.0;OP_1203;Paiement en ligne;Validé;Saint Louis;08/04/2023 18:00;280000.0;Normal
127.0;58712.0;OP_604;ATM;Validé;Touba;08/04/2023 19:00;8000.0;Normal
130.0;58345700.0;OP_905;Paiement électronique;En attente;Ziguinchor;08/04/2023 20:00;100000.0;Normal
119.0;58911.0;OP_34;Paiement électronique;Validé;Ziguinchor;08/04/2023 21:00;1000000.0;Normal
1490.0;58491.0;OP_2761;Paiement en ligne;En attente;Thiès;09/04/2023 10:00;100000.0;Normal
134.0;58134.0;OP_1207;Paiement en ligne;Validé;Saint Louis;09/04/2023 11:00;130000.0;Normal
165.0;58516.0;OP_3914;ATM;Validé;Dakar;09/04/2023 11:00;120000.0;Normal
172.0;5808992.0;OP_4450;ATM;Validé;Kaolack;09/04/2023 11:00;200000.0;Normal
175.0;5808995.0;OP_4479;ATM;Validé;Touba;09/04/2023 11:00;50000.0;Normal
103.0;58310.0;OP100;ATM;Validé;Touba;09/04/2023 13:00;10000.0;Normal
154.0;58154.0;OP_3152;Paiement électronique;Validé;Touba;09/04/2023 15:00;1600000.0;Normal
163.0;58136.0;OP_3910;ATM;En attente;Touba;09/04/2023 16:00;150000.0;Normal
146.0;588123456.0;OP_2412;ATM;Validé;Dakar;09/04/2023 18:00;40000.0;Normal
114.0;581234570.0;OP0134;ATM;Validé;Dakar;09/04/2023 19:00;200000.0;Normal
178.0;58187.0;OP_4793;Paiement en ligne;En attente;Ziguinchor;09/04/2023 19:00;62000.0;Normal
131.0;58456800.0;OP_908;Paiement en ligne;En attente;Thiès;09/04/2023 22:00;1000000.0;Normal
100.0;58100.0;OP101;Paiement en ligne;Validé;Ziguinchor;10/04/2023 10:00;300000.0;Normal
112.0;581234560.0;OP0125;Paiement en ligne;Validé;Touba;10/04/2023 10:00;220000.0;Normal
120.0;58123456.0;OP_324;ATM;Validé;Dakar;10/04/2023 10:00;40000.0;Normal
150.0;588123460.0;OP_2450;Paiement en ligne;Validé;Dakar;10/04/2023 10:00;300000.0;Normal
169.0;58169.0;OP_4128;Paiement électronique;En attente;Saint Louis;10/04/2023 10:00;220000.0;Normal
124.0;58124.0;OP_605;Paiement électronique;Validé;Kaolack;10/04/2023 11:00;25000.0;Normal
132.0;58132.0;OP_1200;Paiement électronique;Validé;Thiès;10/04/2023 11:00;90000.0;Normal
144.0;58100004.0;OP_1884;Paiement en ligne;Validé;Touba;10/04/2023 12:00;2000000.0;Normal
158.0;58185.0;OP_3605;Paiement en ligne;En attente;Thiès;10/04/2023 12:00;50000.0;Normal
1770.0;580717.0;OP_5237;Paiement en ligne;Validé;Kaolack;10/04/2023 12:00;25000.0;Normal
113.0;581234580.0;OP0144;Paiement électronique;Validé;Dakar;10/04/2023 13:00;210000.0;Normal
128.0;58123500.0;OP_900;ATM;Validé;Saint Louis;10/04/2023 14:00;150000.0;Normal
151.0;58151.0;OP_3145;Paiement électronique;Validé;Saint Louis;10/04/2023 14:00;550000.0;Normal
173.0;5808993.0;OP_4460;Paiement électronique;Validé;Kaolack;10/04/2023 14:00;250000.0;Normal
1760.0;580176.0;OP_5225;Paiement électronique;Validé;Saint Louis;10/04/2023 14:00;50000.0;Normal
1460.0;58146.0;OP_2747;Paiement électronique;Validé;Saint Louis;10/04/2023 15:00;100000.0;Normal
1053.0;5810303050.0;OP_3504;ATM;Validé;Saint Louis;10/04/2023 15:00;180000.0;Normal
161.0;58161.0;OP_3903;Paiement en ligne;Validé;Thiès;10/04/2023 15:00;200000.0;Normal
176.0;58176.0;OP_4785;ATM;Validé;Saint Louis;10/04/2023 15:00;340000.0;Normal
155.0;58515.0;OP_3154;Paiement électronique;Validé;Ziguinchor;10/04/2023 16:00;800000.0;Normal
168.0;58186.0;OP_4123;ATM;En attente;Touba;10/04/2023 16:00;90000.0;Normal
115.0;581234590.0;OP0153;ATM;Validé;Kaolack;10/04/2023 18:00;500000.0;Normal
147.0;588123457.0;OP_2422;ATM;Validé;Dakar;10/04/2023 18:00;55000.0;Normal
166.0;58166.0;OP_4113;Paiement électronique;En attente;Saint Louis;10/04/2023 18:00;30000.0;Normal
1800.0;580018.0;OP_5218;Paiement électronique;Validé;Touba;10/04/2023 18:00;350000.0;Normal
170.0;58017.0;OP_4133;Paiement en ligne;En attente;Thiès;10/04/2023 19:00;250000.0;Normal
119.0;58911.0;OP_35;Paiement en ligne;Validé;Touba;10/04/2023 20:00;2000000.0;Normal
167.0;58716.0;OP_4118;Paiement en ligne;En attente;Ziguinchor;10/04/2023 20:00;300000.0;Normal
1079.0;581079.0;OP_5222;ATM;En attente;Touba;10/04/2023 20:00;75000.0;Normal
114.0;581234570.0;OP0135;Paiement en ligne;Validé;Touba;11/04/2023 10:00;240000.0;Normal
159.0;58159.0;OP_3611;Paiement en ligne;Validé;Thiès;11/04/2023 10:00;20000.0;Normal
174.0;5808994.0;OP_4470;ATM;Validé;Kaolack;11/04/2023 11:00;250000.0;Normal
100.0;58100.0;OP102;ATM;Validé;Dakar;11/04/2023 12:00;40000.0;Normal
1470.0;58147.0;OP_2752;ATM;Validé;Saint Louis;11/04/2023 12:00;80000.0;Normal
1500.0;58105.0;OP_2766;Paiement en ligne;En attente;Thiès;11/04/2023 12:00;200000.0;Normal
121.0;58123457.0;OP_329;Paiement en ligne;Validé;Saint Louis;11/04/2023 15:00;200000.0;Normal
171.0;5808991.0;OP_4442;Paiement électronique;Validé;Thiès;11/04/2023 15:00;200000.0;Normal
135.0;58111.0;OP_1210;Paiement en ligne;En attente;Touba;11/04/2023 18:00;900000.0;Normal
148.0;588123458.0;OP_2432;Paiement électronique;Validé;Dakar;11/04/2023 18:00;250000.0;Normal
162.0;58216.0;OP_3906;Paiement électronique;Validé;Thiès;11/04/2023 19:00;400000.0;Normal
180.0;58018.0;OP_4796;ATM;En attente;Tambacounda;11/04/2023 22:00;28000.0;Normal
113.0;581234580.0;OP0145;Paiement en ligne;Validé;Thiès;12/04/2023 10:00;200000.0;Normal
1760.0;580176.0;OP_5226;ATM;Validé;Touba;12/04/2023 10:00;30000.0;Normal
1770.0;580717.0;OP_5238;Paiement électronique;En attente;Ziguinchor;12/04/2023 10:00;20000.0;Normal
1054.0;5810102030.0;OP_3505;Paiement électronique;En attente;Touba;12/04/2023 11:00;70000.0;Normal
146.0;588123456.0;OP_2413;Paiement électronique;Validé;Saint Louis;12/04/2023 12:00;30000.0;Normal
172.0;5808992.0;OP_4451;Paiement en ligne;Validé;Ziguinchor;12/04/2023 12:00;300000.0;Normal
160.0;58016.0;OP_3614;Paiement électronique;Validé;Kaolack;12/04/2023 14:00;200000.0;Normal
175.0;5808995.0;OP_4480;Paiement en ligne;Validé;Kaolack;12/04/2023 14:00;100000.0;Normal
177.0;58717.0;OP_4788;ATM;Validé;Richard Toll;12/04/2023 14:00;150000.0;Normal
115.0;581234590.0;OP0154;Paiement électronique;Validé;Ziguinchor;12/04/2023 15:00;650000.0;Normal
122.0;58123458.0;OP_334;Paiement électronique;Validé;Saint Louis;12/04/2023 15:00;120000.0;Normal
125.0;58152.0;OP_606;Paiement électronique;Validé;Richard Toll;12/04/2023 15:00;280000.0;Normal
152.0;58215.0;OP_3148;Paiement électronique;Validé;Ziguinchor;12/04/2023 15:00;280000.0;Normal
112.0;581234560.0;OP0126;Paiement électronique;Validé;Kaolack;12/04/2023 16:00;280000.0;Normal
161.0;58161.0;OP_3904;Paiement électronique;En attente;Touba;12/04/2023 17:00;250000.0;Normal
129.0;58234600.0;OP_903;Paiement en ligne;Validé;Touba;12/04/2023 18:00;500000.0;Normal
149.0;588123459.0;OP_2442;Paiement électronique;Validé;Dakar;12/04/2023 18:00;280000.0;Normal
133.0;58133.0;OP_1204;Paiement électronique;En attente;Touba;12/04/2023 19:00;320000.0;Normal
101.0;58110.0;OP103;Paiement électronique;En attente;Saint Louis;12/04/2023 20:00;900000.0;Normal
119.0;58911.0;OP_36;Paiement électronique;Validé;Diourbel;12/04/2023 21:00;1500000.0;Normal
171.0;5808991.0;OP_4443;ATM;Validé;Touba;13/04/2023 11:00;100000.0;Normal
147.0;588123457.0;OP_2423;Paiement électronique;Validé;Saint Louis;13/04/2023 12:00;35000.0;Normal
173.0;5808993.0;OP_4461;ATM;Validé;Dakar;13/04/2023 12:00;150000.0;Normal
114.0;581234570.0;OP0136;Paiement électronique;Validé;Kaolack;13/04/2023 15:00;300000.0;Normal
123.0;58123459.0;OP_338;Paiement électronique;Validé;Touba;13/04/2023 15:00;300000.0;Normal
1480.0;58814.0;OP_2757;Paiement électronique;Validé;Kaolack;13/04/2023 15:00;200000.0;Normal
101.0;58110.0;OP104;Paiement en ligne;Validé;Thiès;13/04/2023 17:00;1000000.0;Normal
165.0;58516.0;OP_3916;Paiement électronique;En attente;Saint Louis;13/04/2023 17:00;220000.0;Normal
130.0;58345700.0;OP_906;ATM;Validé;Tambacounda;13/04/2023 21:00;150000.0;Normal
1770.0;580717.0;OP_5239;ATM;Validé;Dakar;14/04/2023 08:00;15000.0;Normal
102.0;58102.0;OP105;ATM;Validé;Kaolack;14/04/2023 11:00;200000.0;Normal
131.0;58456800.0;OP_909;Paiement en ligne;Validé;Saint Louis;14/04/2023 12:00;1500000.0;Normal
148.0;588123458.0;OP_2433;ATM;Validé;Kaolack;14/04/2023 12:00;150000.0;Normal
1490.0;58491.0;OP_2762;Paiement électronique;Validé;Saint Louis;14/04/2023 12:00;80000.0;Normal
174.0;5808994.0;OP_4471;Paiement en ligne;Validé;Ziguinchor;14/04/2023 12:00;350000.0;Normal
165.0;58516.0;OP_3915;Paiement en ligne;Validé;Thiès;14/04/2023 15:00;180000.0;Normal
113.0;581234580.0;OP0146;Paiement électronique;Validé;Saint Louis;14/04/2023 16:00;220000.0;Normal
115.0;581234590.0;OP0155;ATM;Validé;Dakar;14/04/2023 17:00;500000.0;Normal
112.0;581234560.0;OP0127;ATM;Validé;Dakar;14/04/2023 18:00;200000.0;Normal
150.0;588123460.0;OP_2451;Paiement électronique;Validé;Thiès;14/04/2023 18:00;350000.0;Normal
126.0;58126.0;OP_607;Paiement en ligne;Validé;Saly;15/04/2023 10:00;1500000.0;Normal
151.0;58151.0;OP_3155;ATM;Validé;Dakar;15/04/2023 10:00;500000.0;Normal
1460.0;58146.0;OP_2748;ATM;Validé;Touba;15/04/2023 11:00;50000.0;Normal
179.0;58179.0;OP_4791;ATM;Validé;Dakar;15/04/2023 11:00;190000.0;Normal
120.0;58123456.0;OP_325;Paiement électronique;Validé;Thiès;15/04/2023 12:00;35000.0;Normal
149.0;588123459.0;OP_2443;ATM;Validé;Kaolack;15/04/2023 12:00;180000.0;Normal
1550.0;5810204050.0;OP_3506;Paiement en ligne;Validé;Kaolack;15/04/2023 12:00;350000.0;Normal
170.0;58017.0;OP_4134;ATM;Validé;Touba;15/04/2023 12:00;150000.0;Normal
175.0;5808995.0;OP_4481;ATM;Validé;Dakar;15/04/2023 12:00;50000.0;Normal
103.0;58310.0;OP106;ATM;En attente;Dakar;15/04/2023 13:00;20000.0;Normal
166.0;58166.0;OP_4114;ATM;Validé;Dakar;15/04/2023 14:00;20000.0;Normal
156.0;58156.0;OP_3603;Paiement électronique;Validé;Ziguinchor;15/04/2023 15:00;200000.0;Normal
168.0;58186.0;OP_4124;Paiement en ligne;Validé;Kaolack;15/04/2023 15:00;150000.0;Normal
172.0;5808992.0;OP_4452;Paiement électronique;Validé;Dakar;15/04/2023 15:00;350000.0;Normal
157.0;58715.0;OP_3608;Paiement électronique;Validé;Kaolack;15/04/2023 16:00;350000.0;Normal
1760.0;580176.0;OP_5227;Paiement en ligne;Validé;Kaolack;15/04/2023 16:00;60000.0;Normal
1800.0;580018.0;OP_5243;Paiement en ligne;Validé;Dakar;15/04/2023 16:00;300000.0;Normal
114.0;581234570.0;OP0137;ATM;Validé;Dakar;15/04/2023 17:00;200000.0;Normal
132.0;58132.0;OP_1201;Paiement en ligne;En attente;Kaolack;15/04/2023 17:00;110000.0;Normal
144.0;58100004.0;OP_1885;Paiement électronique;Validé;Dakar;15/04/2023 18:00;1000000.0;Normal
146.0;588123456.0;OP_2414;ATM;Validé;Dakar;15/04/2023 18:00;50000.0;Normal
167.0;58716.0;OP_4119;Paiement électronique;Validé;Dakar;15/04/2023 19:00;150000.0;Normal
119.0;58911.0;OP_37;Paiement en ligne;Validé;Dakar;15/04/2023 20:00;1000000.0;Normal
162.0;58216.0;OP_3907;Paiement en ligne;En attente;Kaolack;15/04/2023 21:00;450000.0;Normal
169.0;58169.0;OP_4129;ATM;Validé;Touba;15/04/2023 22:00;180000.0;Normal
100.0;58100.0;OP107;Paiement en ligne;Validé;Thiès;16/04/2023 10:00;250000.0;Normal
121.0;58123457.0;OP_330;Paiement électronique;Validé;Kaolack;16/04/2023 10:00;100000.0;Normal
112.0;581234560.0;OP0128;Paiement en ligne;Validé;Touba;16/04/2023 11:00;230000.0;Normal
1470.0;58147.0;OP_2753;Paiement en ligne;En attente;Touba;16/04/2023 11:00;120000.0;Normal
113.0;581234580.0;OP0147;Paiement en ligne;Validé;Dakar;16/04/2023 12:00;190000.0;Normal
1770.0;580717.0;OP_5240;Paiement en ligne;Validé;Thiès;16/04/2023 12:00;10000.0;Normal
115.0;581234590.0;OP0156;Paiement électronique;Validé;Touba;16/04/2023 14:00;550000.0;Normal
