ID Clients;Numero de compte;Identifiant operation;Type de transaction;Status operation;Localisation;Date;Montant;Target
1010;851001.0;TR204/00065;Paiement électronique;Echoué;Sédhiou;09/11/2024 08:00;210000.0;Suspect
520;85052.0;TR8/0064;ATM;Validé;Tambacounda;08/11/2024 19:00;7000.0;Normal
1006;851060.0;TR203/0125;Paiement en ligne;En attente;Diourbel;08/11/2024 17:00;80000.0;Normal
1035;851053.0;TR216/0103;Paiement électronique;Echoué;Louga;08/11/2024 15:15;20000.0;Suspect
1037;851307.0;TR217/080;Paiement en ligne;Validé;Dakar;08/11/2024 13:30;46000.0;Normal
1041;851041.0;TR219/126;Paiement électronique;En attente;Dakar;08/11/2024 12:00;2600.0;Normal
1019;851901.0;TR207/000056;ATM;Validé;Dakar;08/11/2024 11:15;11000.0;Normal
1005;851500.0;TR203/0133;ATM;Validé;Kaffrine;08/11/2024 11:15;2000.0;Normal
10230;8510320.0;TR209/00079;ATM;Echoué;Tambacounda;08/11/2024 09:45;2500.0;Suspect
10250;8512005.0;TR211/00101;Paiement en ligne;En attente;Dakar;08/11/2024 08:50;65000.0;Normal
1004;851040.0;TR202/00082;Paiement électronique;Validé;Kaolack;08/11/2024 08:06;1050000.0;Fraude
516;85651.0;TR6/58;ATM;Validé;Saint Louis;07/11/2024 16:45;18000.0;Normal
1040;851400.0;TR219/068;Paiement en ligne;Validé;Foundiougne;07/11/2024 11:00;12000.0;Normal
1017;851071.0;TR206/00101;ATM;Validé;Saint Louis;07/11/2024 10:45;10000.0;Normal
10260;8510062.0;TR211/00105;ATM;En attente;Louga;07/11/2024 10:00;3500.0;Suspect
10340;8501304.0;TR216/00199;Paiement électronique;Validé;Tambacounda;07/11/2024 08:00;800000.0;Suspect
1003;851300.0;TR202/00046;Paiement électronique;Validé;Dakar;06/11/2024 17:52;900000.0;Normal
10300;8501030.0;TR213/00118;ATM;Validé;Richard Toll;06/11/2024 11:45;12000.0;Normal
1020;851002.0;TR207/000111;Paiement en ligne;En attente;Kaolack;06/11/2024 11:10;210000.0;Normal
1009;851900.0;TR204/00120;ATM;Validé;Tivaouane;06/11/2024 11:00;6000.0;Normal
550;85055.0;TR110/00092;Paiement électronique;Validé;Sédhiou;06/11/2024 10:00;2000000.0;Normal
550;85055.0;TR110/00089;Paiement électronique;Validé;Matam;06/11/2024 09:00;1500000.0;Normal
514;85451.0;TR5/0082;Paiement en ligne;Validé;Saint Louis;06/11/2024 08:45;60000.0;Normal
1015;855101.0;TR205/00164;Paiement en ligne;Validé;Kaolack;05/11/2024 22:30;100000.0;Normal
1014;851041.0;TR205/00163;ATM;Validé;Saint Louis;05/11/2024 22:00;7000.0;Normal
1013;851301.0;TR205/00162;Paiement électronique;Validé;Thiès;05/11/2024 21:30;220000.0;Normal
543;85453.0;TR107/0091;Paiement en ligne;Echoué;Kolda;05/11/2024 16:00;50000.0;Suspect
1038;851083.0;TR217/156;Paiement en ligne;En attente;Tambacounda;05/11/2024 15:30;75000.0;Normal
1016;851601.0;TR206/00097;Paiement en ligne;Validé;Dakar;05/11/2024 14:00;140000.0;Normal
1013;851301.0;TR205/00060;Paiement en ligne;Validé;Dakar;05/11/2024 14:00;60000.0;Normal
1015;855101.0;TR205/00076;Paiement électronique;Validé;Dakar;05/11/2024 14:00;400000.0;Normal
542;85254.0;TR106/0154;Paiement en ligne;Echoué;Thiès;05/11/2024 14:00;4044.0;Suspect
512;85251.0;TR4/0058;Paiement en ligne;Echoué;Saint Louis;05/11/2024 14:00;15000.0;Suspect
545;85455.0;TR108/00167;ATM;Validé;Saint Louis;05/11/2024 13:30;90000.0;Normal
542;85254.0;TR106/0151;Paiement en ligne;Validé;Kaolack;05/11/2024 13:15;16444.0;Normal
516;85651.0;TR6/62;Paiement en ligne;Validé;Kaolack;05/11/2024 13:15;60000.0;Normal
540;85054.0;TR105/0029;Paiement en ligne;Validé;Dakar;05/11/2024 13:00;130000.0;Normal
1024;854101.0;TR208/5201;Paiement électronique;Echoué;Saint Louis;05/11/2024 12:40;650000.0;Suspect
1002;851020.0;TR201/00127;ATM;En attente;Thiès;05/11/2024 12:15;19000.0;Normal
10300;8501030.0;TR213/00106;ATM;Validé;Richard Toll;05/11/2024 12:10;11000.0;Normal
1005;851500.0;TR203/0117;Paiement électronique;En attente;Saint Louis;05/11/2024 12:00;300000.0;Normal
532;85253.0;TR101/00077;ATM;Validé;Saint Louis;05/11/2024 12:00;4000.0;Normal
1001;851100.0;TR201/00115;ATM;Echoué;Kolda;05/11/2024 11:45;15000.0;Suspect
10280;8501208.0;TR213/00110;Paiement en ligne;Validé;Dakar;05/11/2024 11:30;90000.0;Normal
535;85355.0;TR103/0061;Paiement électronique;Echoué;Dakar;05/11/2024 11:20;2500000.0;Fraude
1039;851039.0;TR217/079;ATM;Echoué;Kaolack;05/11/2024 11:15;4100.0;Normal
10340;8501304.0;TR216/00198;Paiement en ligne;Echoué;Thiès;05/11/2024 11:00;340000.0;Fraude
1011;851101.0;TR204_1/34;Paiement électronique;En attente;Tambacounda;05/11/2024 10:45;320000.0;Suspect
1001;851100.0;TR201/00067;ATM;Validé;Saint Louis;05/11/2024 10:00;7000.0;Suspect
550;85055.0;TR110/00052;Paiement électronique;Validé;Sédhiou;05/11/2024 10:00;1900000.0;Normal
541;85451.0;TR106/0137;Paiement électronique;Echoué;Dakar;05/11/2024 10:00;77440.0;Fraude
541;85451.0;TR106/0146;Paiement électronique;Validé;Thiès;05/11/2024 10:00;10744.0;Normal
541;85451.0;TR106/0148;Paiement en ligne;En attente;Tambacounda;05/11/2024 09:45;20744.0;Normal
100290;85010092.0;TR214/00083;ATM;Validé;Diourbel;05/11/2024 09:30;2200.0;Normal
525;85255.0;TR010/0056;Paiement électronique;Validé;Ziguinchor;05/11/2024 09:30;8000000.0;Normal
10340;8501304.0;TR216/00091;Paiement électronique;Echoué;Tambacounda;05/11/2024 09:15;280000.0;Fraude
1001;851100.0;TR201/00096;Paiement électronique;Validé;Kolda;05/11/2024 09:15;13000000.0;Fraude
550;85055.0;TR110/00049;Paiement électronique;Validé;Matam;05/11/2024 09:00;1400000.0;Normal
552;85552.0;TR200/252525;ATM;Validé;Dakar;05/11/2024 08:00;9000.0;Normal
10308;8501083.0;TR218/0144;ATM;En attente;Thiès;04/11/2024 23:30;11000.0;Normal
10037;8513007.0;TR218/0143;Paiement électronique;Validé;Dakar;04/11/2024 22:15;25000.0;Normal
1009;851900.0;TR204/00064;Paiement en ligne;Validé;Kaffrine;04/11/2024 16:00;98000.0;Normal
1029;851092.0;TR212/0053;Paiement en ligne;En attente;Nioro;04/11/2024 15:45;35000.0;Normal
1029;851092.0;TR212/0089;Paiement en ligne;En attente;Dakar;04/11/2024 15:45;38000.0;Normal
1029;851092.0;TR212/0125;Paiement en ligne;En attente;Dakar;04/11/2024 15:45;40000.0;Normal
1029;851092.0;TR212/0161;Paiement en ligne;En attente;Dakar;04/11/2024 15:45;42000.0;Normal
546;85654.0;TR108/00163;Paiement en ligne;Echoué;Saint Louis;04/11/2024 15:00;150000.0;Normal
519;85159.0;TR8/0063;Paiement électronique;En attente;Saint Louis;04/11/2024 12:30;1000000.0;Fraude
10220;8512020.0;TR209/00074;ATM;Validé;Dakar;04/11/2024 11:20;5800.0;Normal
1004;851040.0;TR202/00045;Paiement en ligne;Echoué;Kédougou;04/11/2024 11:19;250000.0;Normal
515;85155.0;TR6/57;Paiement électronique;Validé;Diourbel;04/11/2024 11:00;800000.0;Normal
1034;851304.0;TR216/0098;ATM;Validé;Dakar;04/11/2024 10:55;8000.0;Normal
544;85254.0;TR107/0094;Paiement électronique;En attente;Bambey;04/11/2024 08:00;102000.0;Fraude
10390;8510390.0;TR218/0145;Paiement en ligne;Echoué;Saint Louis;04/11/2024 00:45;150000.0;Fraude
1023;851032.0;TR208/4089;Paiement en ligne;Validé;Pikine;03/11/2024 19:15;50000.0;Normal
1021;851101.0;TR207/000055;Paiement en ligne;Echoué;Kolda;03/11/2024 17:45;100000.0;Suspect
10340;8501304.0;TR216/00090;Paiement en ligne;Validé;Thiès;03/11/2024 15:30;110000.0;Normal
528;85852.0;TR011/0073;Paiement électronique;Validé;Dakar;03/11/2024 15:00;9500000.0;Normal
1040;851400.0;TR219/125;ATM;Echoué;Nioro;03/11/2024 14:30;17100.0;Fraude
513;85153.0;TR5/0081;ATM;Validé;Dakar;03/11/2024 14:15;25000.0;Normal
1036;851036.0;TR216/0106;ATM;Validé;Ziguinchor;03/11/2024 13:40;9000.0;Normal
545;85455.0;TR108/00159;ATM;Validé;Saint Louis;03/11/2024 13:15;80000.0;Normal
10270;8507102.0;TR211/00108;ATM;Validé;Kolda;03/11/2024 12:20;4000.0;Normal
10340;8501304.0;TR216/00197;ATM;Validé;Dakar;03/11/2024 12:00;52000.0;Normal
1002;851020.0;TR201/00077;ATM;Validé;Saint Louis;03/11/2024 11:15;11000.0;Suspect
536;85653.0;TR103/0060;Paiement en ligne;Validé;Dagana;03/11/2024 10:30;45000.0;Normal
10240;8541010.0;TR209/00082;ATM;Validé;Kaolack;03/11/2024 10:20;3800.0;Normal
1042;852104.0;TR219/067;ATM;En attente;Podor;03/11/2024 09:45;8000.0;Normal
10290;8510092.0;TR213/00102;Paiement électronique;Validé;Tambacounda;03/11/2024 09:45;160000.0;Normal
1028;851208.0;TR212/0052;ATM;Echoué;Dakar;03/11/2024 09:30;7000.0;Normal
1028;851208.0;TR212/0088;ATM;Echoué;Saint Louis;03/11/2024 09:30;9000.0;Normal
1028;851208.0;TR212/0124;ATM;Echoué;Saint Louis;03/11/2024 09:30;9000.0;Normal
1028;851208.0;TR212/0160;ATM;Echoué;Saint Louis;03/11/2024 09:30;10000.0;Normal
546;85654.0;TR108/00155;Paiement électronique;Echoué;Saint Louis;02/11/2024 14:30;100000.0;Normal
1037;851307.0;TR217/155;ATM;Validé;Diourbel;02/11/2024 12:00;4400.0;Normal
10290;8510092.0;TR213/00114;Paiement électronique;Validé;Tambacounda;02/11/2024 12:00;135000.0;Normal
1030;850103.0;TR212/0051;Paiement électronique;Validé;Foundiougne;02/11/2024 11:15;85000.0;Normal
1030;850103.0;TR212/0087;Paiement électronique;Validé;Thiès;02/11/2024 11:15;100000.0;Normal
1030;850103.0;TR212/0123;Paiement électronique;Validé;Thiès;02/11/2024 11:15;110000.0;Normal
1030;850103.0;TR212/0159;Paiement électronique;Validé;Thiès;02/11/2024 11:15;120000.0;Normal
100300;85001030.0;TR214/00086;ATM;Validé;Ziguinchor;02/11/2024 10:00;2800.0;Normal
534;85453.0;TR102/11-02-24;ATM;Validé;Dakar;02/11/2024 10:00;2500.0;Normal
1014;851041.0;TR205/00184;ATM;Validé;Saint Louis;01/11/2024 21:30;9000.0;Normal
1038;851083.0;TR217/078;Paiement électronique;En attente;Ziguinchor;01/11/2024 19:00;800000.0;Normal
10260;8510062.0;TR211/00104;Paiement en ligne;Validé;Dakar;01/11/2024 18:10;60000.0;Normal
515;85155.0;TR6/61;ATM;Validé;Tambacounda;01/11/2024 18:00;20000.0;Normal
542;85254.0;TR106/0142;Paiement en ligne;Validé;Kolda;01/11/2024 16:00;71440.0;Normal
10250;8512005.0;TR211/00100;ATM;Validé;Diourbel;01/11/2024 14:30;2500.0;Suspect
10230;8510320.0;TR209/00078;Paiement électronique;Validé;Diourbel;01/11/2024 14:30;72000.0;Normal
528;85852.0;TR011/0075;Paiement en ligne;Validé;Tambacounda;01/11/2024 14:30;8000000.0;Normal
1006;851060.0;TR203/0141;Paiement électronique;Validé;Kaolack;01/11/2024 14:15;150000.0;Suspect
545;85455.0;TR108/00151;ATM;Validé;Saint Louis;01/11/2024 14:00;70000.0;Normal
1004;851040.0;TR202/00081;Paiement en ligne;Validé;Tambacounda;01/11/2024 13:39;350000.0;Normal
1001;851100.0;TR201/00131;Paiement en ligne;Echoué;Thiès;01/11/2024 13:30;340000.0;Normal
516;85651.0;TR6/56;Paiement en ligne;Validé;Dakar;01/11/2024 12:30;70000.0;Normal
10280;8501208.0;TR213/00099;Paiement électronique;Echoué;Thiès;01/11/2024 12:00;110000.0;Normal
531;85351.0;TR101/00050;Paiement en ligne;Validé;Kaolack;01/11/2024 11:30;10000.0;Normal
531;85351.0;TR101/00070;Paiement en ligne;Validé;Saint Louis;01/11/2024 11:30;11000.0;Normal
1029;851092.0;TR212/0050;Paiement en ligne;Validé;Marie-Therese;01/11/2024 11:20;28000.0;Normal
1029;851092.0;TR212/0086;Paiement en ligne;Validé;Dakar;01/11/2024 11:20;30000.0;Normal
1029;851092.0;TR212/0122;Paiement en ligne;Validé;Dakar;01/11/2024 11:20;32000.0;Normal
1029;851092.0;TR212/0158;Paiement en ligne;Validé;Dakar;01/11/2024 11:20;34000.0;Normal
1017;851071.0;TR206/00113;ATM;Validé;Saint Louis;01/11/2024 11:15;8000.0;Normal
1022;851202.0;TR208/2967;ATM;Validé;Mbacké;01/11/2024 10:50;8000.0;Normal
1019;851901.0;TR207/000110;ATM;Validé;Dakar;01/11/2024 10:45;20000.0;Normal
1018;858101.0;TR206/00096;Paiement électronique;Echoué;Bambey;01/11/2024 10:45;300000.0;Suspect
10340;8501304.0;TR216/00089;ATM;Validé;Dakar;01/11/2024 10:00;18000.0;Normal
539;85359.0;TR105/0030;Paiement en ligne;Validé;Dakar;01/11/2024 10:00;90000.0;Normal
533;85353.0;TR102/11-01-24;ATM;Validé;Ziguinchor;01/11/2024 09:45;2000.0;Normal
527;85257.0;TR011/0069;ATM;Validé;Dakar;01/11/2024 09:45;20000.0;Normal
1035;851053.0;TR216/0102;Paiement en ligne;Validé;Saint Louis;01/11/2024 09:30;65000.0;Normal
552;85552.0;TR200/525252;ATM;Echoué;Dakar;01/11/2024 09:30;8000.0;Normal
532;85253.0;TR101/00076;Paiement en ligne;Validé;Thiès;01/11/2024 09:30;15000.0;Normal
547;85457.0;TR109/0143;Paiement électronique;Validé;Ziguinchor;01/11/2024 08:50;45000.0;Suspect
548;85854.0;TR109/0152;Paiement électronique;Validé;Ziguinchor;01/11/2024 08:50;40000.0;Suspect
511;85151.0;TR4/0057;ATM;Validé;Dakar;01/11/2024 08:45;9000.0;Normal
1015;855101.0;TR205/00136;Paiement en ligne;Validé;Kaolack;01/11/2024 08:30;110000.0;Normal
1010;851001.0;TR204/00119;Paiement électronique;Echoué;Bambey;01/11/2024 08:15;200000.0;Suspect
100280;85001208.0;TR214/00080;ATM;Validé;Dakar;01/11/2024 08:00;1800.0;Normal
1014;851041.0;TR205/00135;ATM;Validé;Saint Louis;01/11/2024 08:00;9000.0;Normal
1002;851020.0;TR201/00151;ATM;Validé;Kolda;01/11/2024 08:00;23000.0;Suspect
544;85254.0;TR107/0087;Paiement électronique;En attente;Kaolack;01/11/2024 08:00;95000.0;Normal
1013;851301.0;TR205/00134;Paiement électronique;Validé;Thiès;01/11/2024 07:30;190000.0;Normal
10390;8510390.0;TR218/0142;Paiement en ligne;Validé;Bambey;31/10/2024 20:00;47000.0;Normal
10308;8501083.0;TR218/0141;Paiement électronique;Echoué;Matam;31/10/2024 18:45;110000.0;Fraude
10037;8513007.0;TR218/0140;ATM;En attente;Louga;31/10/2024 17:30;9000.0;Normal
520;85052.0;TR8/0062;Paiement en ligne;Validé;Thiès;31/10/2024 15:45;24000.0;Normal
547;85457.0;TR109/0176;Paiement électronique;Echoué;Tambacounda;31/10/2024 14:45;42000.0;Normal
1016;851601.0;TR206/00088;Paiement en ligne;Echoué;Rufisque;31/10/2024 11:30;250000.0;Suspect
514;85451.0;TR5/0080;Paiement électronique;En attente;Kanel;31/10/2024 10:30;100000.0;Normal
10360;8501036.0;TR216/00196;Paiement électronique;Validé;Matam;31/10/2024 10:00;690000.0;Normal
100280;85001208.0;TR214/00161;ATM;Validé;Dakar;31/10/2024 10:00;2500.0;Normal
535;85355.0;TR103/0059;ATM;Validé;Bounkiling;30/10/2024 15:45;3000.0;Normal
1018;858101.0;TR206/00084;ATM;Echoué;Podor;30/10/2024 14:15;220000.0;Suspect
526;85652.0;TR010/0055;Paiement en ligne;Validé;Diourbel;30/10/2024 13:50;1200000.0;Normal
534;85453.0;TR102/10-30-24;Paiement en ligne;Validé;Saint Louis;30/10/2024 13:25;75000.0;Normal
1010;851001.0;TR204/00063;ATM;Validé;Louga;30/10/2024 12:30;3500.0;Normal
1011;851101.0;TR204_1/33;ATM;Validé;Saint Louis;30/10/2024 08:30;13000.0;Normal
1037;851307.0;TR217/077;ATM;Validé;Saint Louis;29/10/2024 15:45;3000.0;Normal
10360;8501036.0;TR216/00195;Paiement en ligne;En attente;Diourbel;29/10/2024 15:30;350000.0;Suspect
1041;851041.0;TR219/066;Paiement électronique;Validé;Mbour;29/10/2024 14:30;3000.0;Normal
1042;852104.0;TR219/124;Paiement en ligne;Validé;Kédougou;29/10/2024 11:15;14800.0;Normal
1003;851300.0;TR202/00080;ATM;Echoué;Saint Louis;29/10/2024 10:54;8000.0;Normal
1020;851002.0;TR207/000054;ATM;Validé;Tambacounda;29/10/2024 10:30;13000.0;Suspect
1039;851039.0;TR217/154;Paiement en ligne;Echoué;Kaolack;29/10/2024 09:15;65000.0;Normal
551;85551.0;TR200/515151;Paiement électronique;Validé;Matam;28/10/2024 19:45;110000.0;Suspect
513;85153.0;TR5/0079;Paiement en ligne;Echoué;Oussouye;28/10/2024 17:55;40000.0;Normal
1005;851500.0;TR203/0132;Paiement électronique;Validé;Dakar;28/10/2024 15:00;280000.0;Normal
1004;851040.0;TR202/00044;ATM;Validé;Fatick;28/10/2024 14:43;4000.0;Normal
1036;851036.0;TR216/0097;Paiement en ligne;Echoué;Dakar;28/10/2024 13:45;45000.0;Suspect
1006;851060.0;TR203/0124;ATM;Validé;Richard Toll;28/10/2024 13:45;3000.0;Normal
100280;85001208.0;TR214/00073;Paiement électronique;En attente;Rufisque;28/10/2024 11:00;50000.0;Suspect
10270;8507102.0;TR211/00099;Paiement en ligne;Validé;Dakar;28/10/2024 11:00;90000.0;Normal
10220;8512020.0;TR209/00065;ATM;Validé;Kaolack;28/10/2024 09:00;11000.0;Suspect
543;85453.0;TR107/0083;Paiement en ligne;Validé;Ziguinchor;28/10/2024 09:00;48000.0;Normal
533;85353.0;TR102/10-27-24;Paiement électronique;Validé;Dakar;27/10/2024 18:40;160000.0;Normal
1024;854101.0;TR208/1845;Paiement électronique;Validé;Oussouye;27/10/2024 16:25;750000.0;Normal
1021;851101.0;TR207/000109;Paiement en ligne;Validé;Kolda;27/10/2024 14:10;190000.0;Suspect
1017;851071.0;TR206/00080;ATM;Echoué;Kolda;27/10/2024 11:45;350000.0;Suspect
100280;85001208.0;TR214/00154;Paiement électronique;En attente;Rufisque;27/10/2024 11:00;62000.0;Suspect
10360;8501036.0;TR216/00194;ATM;Validé;Kaolack;27/10/2024 09:00;24000.0;Normal
519;85159.0;TR8/0061;ATM;Validé;Dakar;27/10/2024 09:00;10000.0;Normal
1038;851083.0;TR217/153;Paiement électronique;En attente;Ziguinchor;26/10/2024 18:30;860000.0;Normal
10390;8510390.0;TR218/0139;ATM;Validé;Diourbel;26/10/2024 15:15;22000.0;Normal
503;85503.0;TR00/0036;Paiement électronique;Echoué;Pikine;26/10/2024 15:10;90000.0;Normal
547;85457.0;TR109/0158;Paiement électronique;Echoué;Tambacounda;26/10/2024 14:15;40000.0;Normal
548;85854.0;TR109/0167;Paiement électronique;Echoué;Tambacounda;26/10/2024 14:15;35000.0;Normal
10308;8501083.0;TR218/0138;Paiement en ligne;Validé;Fatick;26/10/2024 14:00;65000.0;Normal
1009;851900.0;TR204/00118;Paiement en ligne;Validé;Vélingara;26/10/2024 14:00;125000.0;Normal
10037;8513007.0;TR218/0137;Paiement électronique;Echoué;Kaolack;26/10/2024 12:45;82000.0;Fraude
10230;8510320.0;TR209/00069;ATM;Validé;Ziguinchor;26/10/2024 12:15;5500.0;Suspect
10250;8512005.0;TR211/00091;ATM;Validé;Dakar;26/10/2024 09:20;4000.0;Normal
525;85255.0;TR010/0054;ATM;Validé;Tambacounda;25/10/2024 17:40;3000.0;Normal
100300;85001030.0;TR214/00079;Paiement en ligne;Validé;Kolda;25/10/2024 17:30;35000.0;Normal
1012;851021.0;TR204_1/32;Paiement en ligne;Validé;Thiès;25/10/2024 16:15;230000.0;Normal
547;85457.0;TR109/0142;Paiement en ligne;Validé;Saint Louis;25/10/2024 15:45;75000.0;Normal
548;85854.0;TR109/0151;Paiement en ligne;Validé;Saint Louis;25/10/2024 15:45;70000.0;Normal
1014;851041.0;TR205/00068;ATM;Validé;Saint Louis;25/10/2024 14:00;7000.0;Normal
514;85451.0;TR5/0078;ATM;Validé;Dahra;25/10/2024 13:40;180000.0;Suspect
1040;851400.0;TR219/065;ATM;Echoué;Bambey;25/10/2024 12:15;2500.0;Suspect
539;85359.0;TR105/0029;ATM;Validé;Tambacounda;25/10/2024 11:10;7000.0;Suspect
1001;851100.0;TR201/00130;ATM;Validé;Dakar;25/10/2024 11:00;17000.0;Normal
541;85451.0;TR106/0129;ATM;Echoué;Dakar;25/10/2024 11:00;12444.0;Suspect
1035;851053.0;TR216/0093;ATM;Echoué;Dakar;25/10/2024 10:45;9000.0;Suspect
10240;8541010.0;TR209/00073;ATM;Echoué;Dakar;25/10/2024 10:45;1800.0;Suspect
541;85451.0;TR106/0132;ATM;Validé;Tambacounda;25/10/2024 10:45;20444.0;Normal
512;85251.0;TR4/0056;Paiement électronique;Validé;Ziguinchor;25/10/2024 10:30;12000.0;Suspect
1009;851900.0;TR204/00062;Paiement électronique;Validé;Kédougou;25/10/2024 09:45;260000.0;Normal
502;85502.0;TR00/0035;Paiement en ligne;Validé;Bounkiling;25/10/2024 09:35;1500000.0;Normal
536;85653.0;TR103/0058;Paiement en ligne;En attente;Podor;25/10/2024 09:30;60000.0;Normal
10360;8501036.0;TR216/00088;Paiement électronique;Validé;Matam;25/10/2024 09:15;330000.0;Normal
1005;851500.0;TR203/0116;Paiement en ligne;Validé;Thiès;25/10/2024 09:15;100000.0;Normal
541;85451.0;TR106/0120;ATM;Echoué;Diourbel;25/10/2024 09:00;9744.0;Suspect
531;85351.0;TR101/00049;Paiement électronique;En attente;Tambacounda;25/10/2024 09:00;8000.0;Normal
531;85351.0;TR101/00069;Paiement électronique;En attente;Thiès;25/10/2024 09:00;9000.0;Normal
527;85257.0;TR011/0064;ATM;Echoué;Saint Louis;25/10/2024 09:00;9000.0;Suspect
515;85155.0;TR6/55;ATM;Validé;Ziguinchor;25/10/2024 09:00;22000.0;Normal
1039;851039.0;TR217/076;Paiement en ligne;Echoué;Thiès;25/10/2024 07:00;52000.0;Normal
1023;851032.0;TR208/0723;Paiement en ligne;Echoué;Bignona;25/10/2024 07:00;25000.0;Normal
10260;8510062.0;TR211/00095;Paiement électronique;Validé;Dakar;24/10/2024 21:00;180000.0;Normal
503;85503.0;TR00/0034;ATM;En attente;Kaffrine;24/10/2024 21:00;10000.0;Normal
100300;85001030.0;TR214/00160;Paiement en ligne;Validé;Kolda;24/10/2024 17:30;32000.0;Normal
1019;851901.0;TR207/000053;Paiement électronique;Validé;Dakar;24/10/2024 16:00;130000.0;Normal
1041;851041.0;TR219/123;Paiement électronique;Validé;Matam;24/10/2024 15:30;6000.0;Normal
10350;8501053.0;TR216/00193;Paiement électronique;Validé;Saint Louis;24/10/2024 15:00;570000.0;Normal
1017;851071.0;TR206/00092;ATM;Echoué;Pikine;24/10/2024 09:45;170000.0;Suspect
502;85502.0;TR00/0033;Paiement électronique;Validé;Sédhiou;23/10/2024 18:20;25000.0;Normal
520;85052.0;TR8/0060;Paiement électronique;Validé;Richard Toll;23/10/2024 18:00;800000.0;Normal
10360;8501036.0;TR216/00087;Paiement en ligne;En attente;Diourbel;23/10/2024 15:30;120000.0;Suspect
1022;851202.0;TR208/9601;ATM;Validé;Vélingara;23/10/2024 14:35;11000.0;Normal
10350;8501053.0;TR216/00192;Paiement en ligne;En attente;Kolda;22/10/2024 17:30;460000.0;Suspect
1003;851300.0;TR202/00079;Paiement électronique;En attente;Ziguinchor;22/10/2024 15:28;1000000.0;Fraude
1037;851307.0;TR217/152;ATM;Validé;Saint Louis;22/10/2024 14:15;3800.0;Normal
1016;851601.0;TR206/00076;ATM;Echoué;Ziguinchor;22/10/2024 12:30;280000.0;Suspect
1006;851060.0;TR203/0140;Paiement en ligne;Validé;Tambacounda;22/10/2024 11:30;65000.0;Suspect
1038;851083.0;TR217/075;ATM;En attente;Tambacounda;22/10/2024 10:30;3400.0;Normal
513;85153.0;TR5/0077;Paiement électronique;Validé;Linguère;22/10/2024 09:20;75000.0;Normal
1020;851002.0;TR207/000108;ATM;Validé;Tambacounda;22/10/2024 07:45;22000.0;Suspect
550;85055.0;TR110/00088;Paiement en ligne;Echoué;Fatick;21/10/2024 15:30;18000.0;Suspect
1034;851304.0;TR216/0089;Paiement électronique;Echoué;Dakar;21/10/2024 13:10;85000.0;Suspect
1010;851001.0;TR204/00117;ATM;Validé;Linguère;21/10/2024 11:30;4500.0;Normal
10390;8510390.0;TR218/0136;Paiement en ligne;En attente;Kolda;21/10/2024 10:30;115000.0;Suspect
1004;851040.0;TR202/00043;Paiement électronique;En attente;Louga;21/10/2024 10:07;850000.0;Suspect
10308;8501083.0;TR218/0135;Paiement électronique;Validé;Ziguinchor;21/10/2024 09:15;44000.0;Normal
10037;8513007.0;TR218/0134;ATM;Validé;Tambacounda;21/10/2024 08:00;16000.0;Normal
1014;851041.0;TR205/00183;Paiement électronique;Validé;Saint Louis;20/10/2024 21:00;350000.0;Normal
10270;8507102.0;TR211/00098;Paiement électronique;En attente;Thiès;20/10/2024 19:20;100000.0;Normal
1001;851100.0;TR201/00066;Paiement électronique;En attente;Diourbel;20/10/2024 17:30;9000000.0;Fraude
511;85151.0;TR4/0055;Paiement en ligne;Validé;Saint Louis;20/10/2024 17:15;7000.0;Normal
1001;851100.0;TR201/00095;Paiement en ligne;En attente;Tambacounda;20/10/2024 17:00;220000.0;Normal
551;85551.0;TR200/242424;Paiement électronique;Validé;Matam;20/10/2024 16:45;120000.0;Suspect
532;85253.0;TR101/00075;Paiement électronique;Echoué;Dakar;20/10/2024 16:45;6000.0;Normal
1036;851036.0;TR216/0096;ATM;Validé;Ziguinchor;20/10/2024 16:30;12000.0;Normal
550;85055.0;TR110/00048;Paiement en ligne;Echoué;Fatick;20/10/2024 15:30;17000.0;Suspect
542;85254.0;TR106/0124;Paiement en ligne;Echoué;Tambacounda;20/10/2024 15:30;117440.0;Fraude
542;85254.0;TR106/0136;Paiement en ligne;Validé;Diourbel;20/10/2024 14:30;47440.0;Normal
1010;851001.0;TR204/00061;Paiement en ligne;Validé;Matam;20/10/2024 14:15;72000.0;Normal
1012;851021.0;TR204_1/31;Paiement électronique;Validé;Dakar;20/10/2024 14:00;300000.0;Suspect
1013;851301.0;TR205/00059;ATM;Validé;Dakar;20/10/2024 13:30;5000.0;Normal
1015;855101.0;TR205/00075;Paiement en ligne;Validé;Kaolack;20/10/2024 13:30;115000.0;Normal
535;85355.0;TR103/0057;Paiement électronique;Echoué;Vélingara;20/10/2024 13:15;1800000.0;Fraude
1002;851020.0;TR201/00076;Paiement électronique;En attente;Diourbel;20/10/2024 12:30;12000000.0;Normal
1002;851020.0;TR201/00110;Paiement en ligne;Validé;Thiès;20/10/2024 12:15;270000.0;Normal
526;85652.0;TR010/0053;Paiement électronique;Validé;Saint Louis;20/10/2024 11:50;14000000.0;Normal
10220;8512020.0;TR209/00064;Paiement électronique;En attente;Saint Louis;20/10/2024 11:45;65000.0;Normal
10350;8501053.0;TR216/00191;ATM;Validé;Ziguinchor;20/10/2024 11:30;21000.0;Normal
542;85254.0;TR106/0119;Paiement électronique;Validé;Kaolack;20/10/2024 11:00;37440.0;Normal
